,parsed
224703,8337741
224704,8337742
224705,8337743
224706,8337744
224707,8337745
224708,8337746
224709,8337747
224710,8337748
224711,8337749
224712,8337750
224713,8337751
224714,8337752
224715,8337753
224716,8337754
224717,8337755
224718,8337756
224719,8337757
224720,8337758
224721,8337759
224722,8337760
224723,8337761
224724,8337762
224725,8337763
224726,8337764
224727,8337765
224728,8337766
224729,8337767
224730,8337768
224731,8337769
224732,8337770
224733,8337771
224734,8337772
224735,8337773
224736,8337774
224737,8337775
224738,8337776
224739,8337777
224740,8337778
224741,8337779
224742,8337780
224743,8337781
224744,8337782
224745,8337783
224746,8337784
224747,8337785
224748,8337786
224749,8337787
224750,8337788
224751,8337789
224752,8337790
224753,8337791
224754,8337792
224755,8337793
224756,8337794
224757,8337795
224758,8337796
224759,8337797
224760,8337798
224761,8337799
224762,8337800
224763,8337801
224764,8337802
224765,8337803
224766,8337804
224767,8337805
224768,8337806
224769,8337807
224770,8337808
224771,8337809
224772,8337810
224773,8337811
224774,8337812
224775,8337813
224776,8337814
224777,8337815
224778,8337816
224779,8337817
224780,8337818
224781,8337819
224782,8337820
224783,8337821
224784,8337822
224785,8337823
224786,8337824
224787,8337825
224788,8337826
224789,8337827
224790,8337828
224791,8337829
224792,8337830
224793,8337831
224794,8337832
224795,8337833
224796,8337834
224797,8337835
224798,8337836
224799,8337837
224800,8337838
224801,8337839
224802,8337840
224803,8337841
224804,8337842
224805,8337843
224806,8337844
224807,8337845
224808,8337846
224809,8337847
224810,8337848
224811,8337849
224812,8337850
224813,8337851
224814,8337852
224815,8337853
224816,8337854
224817,8337855
224818,8337856
224819,8337857
224820,8337858
224821,8337859
224822,8337860
224823,8337861
224824,8337862
224825,8337863
224826,8337864
224827,8337865
224828,8337866
224829,8337867
224830,8337868
224831,8337869
224832,8337870
224833,8337871
224834,8337872
224835,8337873
224836,8337874
224837,8337875
224838,8337876
224839,8337877
224840,8337878
224841,8337879
224842,8337880
224843,8337881
224844,8337882
224845,8337883
224846,8337884
224847,8337885
224848,8337886
224849,8337887
224850,8337888
224851,8337889
224852,8337890
224853,8337891
224854,8337892
224855,8337893
224856,8337894
224857,8337895
224858,8337896
224859,8337897
224860,8337898
224861,8337899
224862,8337900
224863,8337901
224864,8337902
224865,8337903
224866,8337904
224867,8337905
224868,8337906
224869,8337907
224870,8337908
224871,8337909
224872,8337910
224873,8337911
224874,8337912
224875,8337913
224876,8337914
224877,8337915
224878,8337916
224879,8337917
224880,8337918
224881,8337919
224882,8337920
224883,8337921
224884,8337922
224885,8337923
224886,8337924
224887,8337925
224888,8337926
224889,8337927
224890,8337928
224891,8337929
224892,8337930
224893,8337931
224894,8337932
224895,8337933
224896,8337934
224897,8337935
224898,8337936
224899,8337937
224900,8337938
224901,8337939
224902,8337940
224903,8337941
224904,8337942
224905,8337943
224906,8337944
224907,8337945
224908,8337946
224909,8337947
224910,8337948
224911,8337949
224912,8337950
224913,8337951
224914,8337952
224915,8337953
224916,8337954
224917,8337955
224918,8337956
224919,8337957
224920,8337958
224921,8337959
224922,8337960
224923,8337961
224924,8337962
224925,8337963
224926,8337964
224927,8337965
224928,8337966
224929,8337967
224930,8337968
224931,8337969
224932,8337970
224933,8337971
224934,8337972
224935,8337973
224936,8337974
224937,8337975
224938,8337976
224939,8337977
224940,8337978
224941,8337979
224942,8337980
224943,8337981
224944,8337982
224945,8337983
224946,8337984
224947,8337985
224948,8337986
224949,8337987
224950,8337988
224951,8337989
224952,8337990
224953,8337991
224954,8337992
224955,8337993
224956,8337994
224957,8337995
224958,8337996
224959,8337997
224960,8337998
224961,8337999
224962,8338000
224963,8338002
224964,8338003
224965,8338004
224966,8338005
224967,8338006
224968,8338007
224969,8338008
224970,8338009
224971,8338010
224972,8338011
224973,8338012
224974,8338013
224975,8338014
224976,8338015
224977,8338016
224978,8338017
224979,8338018
224980,8338019
224981,8338020
224982,8338021
224983,8338022
224984,8338023
224985,8338024
224986,8338025
224987,8338026
224988,8338027
224989,8338028
224990,8338029
224991,8338030
224992,8338031
224993,8338033
224994,8338034
224995,8338035
224996,8338036
224997,8338037
224998,8338038
224999,8338039
225000,8338040
225001,8338041
225002,8338042
225003,8338043
225004,8338044
225005,8338045
225006,8338046
225007,8338047
225008,8338048
225009,8338049
225010,8338050
225011,8338051
225012,8338052
225013,8338053
225014,8338054
225015,8338055
225016,8338056
225017,8338057
225018,8338058
225019,8338059
225020,8338060
225021,8338061
225022,8338062
225023,8338063
225024,8338064
225025,8338065
225026,8338066
225027,8338067
225028,8338068
225029,8338069
225030,8338070
225031,8338071
225032,8338072
225033,8338073
225034,8338074
225035,8338075
225036,8338076
225037,8338077
225038,8338078
225039,8338079
225040,8338080
225041,8338081
225042,8338082
225043,8338083
225044,8338084
225045,8338085
225046,8338086
225047,8338087
225048,8338088
225049,8338089
225050,8338091
225051,8338092
225052,8338093
225053,8338094
225054,8338095
225055,8338096
225056,8338097
225057,8338098
225058,8338099
225059,8338100
225060,8338101
225061,8338102
225062,8338103
225063,8338104
225064,8338105
225065,8338106
225066,8338107
225067,8338108
225068,8338109
225069,8338110
225070,8338111
225071,8338112
225072,8338113
225073,8338114
225074,8338115
225075,8338116
225076,8338117
225077,8338118
225078,8338119
225079,8338120
225080,8338121
225081,8338122
225082,8338123
225083,8338124
225084,8338125
225085,8338126
225086,8338127
225087,8338128
225088,8338129
225089,8338130
225090,8338131
225091,8338132
225092,8338133
225093,8338134
225094,8338135
225095,8338136
225096,8338137
225097,8338138
225098,8338139
225099,8338140
225100,8338141
225101,8338142
225102,8338143
225103,8338144
225104,8338145
225105,8338146
225106,8338147
225107,8338148
225108,8338149
225109,8338150
225110,8338151
225111,8338152
225112,8338153
225113,8338154
225114,8338155
225115,8338156
225116,8338157
225117,8338158
225118,8338159
225119,8338160
225120,8338161
225121,8338162
225122,8338163
225123,8338164
225124,8338165
225125,8338166
225126,8338167
225127,8338168
225128,8338169
225129,8338170
225130,8338171
225131,8338172
225132,8338173
225133,8338174
225134,8338175
225135,8338176
225136,8338177
225137,8338178
225138,8338179
225139,8338180
225140,8338181
225141,8338182
225142,8338183
225143,8338184
225144,8338185
225145,8338186
225146,8338187
225147,8338188
225148,8338189
225149,8338190
225150,8338191
225151,8338192
225152,8338193
225153,8338194
225154,8338195
225155,8338196
225156,8338197
225157,8338198
225158,8338199
225159,8338200
225160,8338201
225161,8338202
225162,8338203
225163,8338204
225164,8338205
225165,8338206
225166,8338207
225167,8338208
225168,8338209
225169,8338210
225170,8338211
225171,8338212
225172,8338213
225173,8338214
225174,8338215
225175,8338216
225176,8338217
225177,8338218
225178,8338219
225179,8338220
225180,8338221
225181,8338222
225182,8338223
225183,8338224
225184,8338225
225185,8338226
225186,8338228
225187,8338229
225188,8338230
225189,8338231
225190,8338232
225191,8338233
225192,8338234
225193,8338235
225194,8338236
225195,8338237
225196,8338238
225197,8338239
225198,8338240
225199,8338241
225200,8338242
225201,8338243
225202,8338244
225203,8338245
225204,8338246
225205,8338247
225206,8338248
225207,8338249
225208,8338250
225209,8338251
225210,8338252
225211,8338253
225212,8338254
225213,8338255
225214,8338256
225215,8338257
225216,8338258
225217,8338259
225218,8338260
225219,8338261
225220,8338262
225221,8338263
225222,8338264
225223,8338265
225224,8338266
225225,8338267
225226,8338268
225227,8338269
225228,8338270
225229,8338271
225230,8338272
225231,8338273
225232,8338274
225233,8338275
225234,8338276
225235,8338277
225236,8338278
225237,8338279
225238,8338280
225239,8338281
225240,8338282
225241,8338283
225242,8338284
225243,8338285
225244,8338286
225245,8338287
225246,8338288
225247,8338289
225248,8338290
225249,8338291
225250,8338292
225251,8338293
225252,8338294
225253,8338295
225254,8338296
225255,8338297
225256,8338298
225257,8338299
225258,8338300
225259,8338301
225260,8338302
225261,8338303
225262,8338304
225263,8338305
225264,8338306
225265,8338307
225266,8338308
225267,8338309
225268,8338310
225269,8338311
225270,8338312
225271,8338313
225272,8338314
225273,8338315
225274,8338316
225275,8338317
225276,8338318
225277,8338319
225278,8338320
225279,8338321
225280,8338322
225281,8338323
225282,8338324
225283,8338325
225284,8338326
225285,8338327
225286,8338328
225287,8338329
225288,8338330
225289,8338331
225290,8338332
225291,8338333
225292,8338334
225293,8338335
225294,8338336
225295,8338337
225296,8338338
225297,8338339
225298,8338340
225299,8338341
225300,8338342
225301,8338343
225302,8338344
225303,8338345
225304,8338346
225305,8338347
225306,8338348
225307,8338349
225308,8338350
225309,8338351
225310,8338352
225311,8338353
225312,8338354
225313,8338355
225314,8338356
225315,8338357
225316,8338358
225317,8338359
225318,8338360
225319,8338361
225320,8338362
225321,8338363
225322,8338364
225323,8338365
225324,8338366
225325,8338367
225326,8338368
225327,8338369
225328,8338370
225329,8338371
225330,8338372
225331,8338373
225332,8338374
225333,8338375
225334,8338376
225335,8338377
225336,8338378
225337,8338379
225338,8338380
225339,8338381
225340,8338382
225341,8338383
225342,8338384
225343,8338385
225344,8338386
225345,8338387
225346,8338388
225347,8338389
225348,8338390
225349,8338391
225350,8338392
225351,8338393
225352,8338394
225353,8338395
225354,8338396
225355,8338397
225356,8338398
225357,8338399
225358,8338400
225359,8338401
225360,8338402
225361,8338403
225362,8338404
225363,8338405
225364,8338406
225365,8338407
225366,8338408
225367,8338410
225368,8338411
225369,8338412
225370,8338413
225371,8338414
225372,8338415
225373,8338416
225374,8338417
225375,8338418
225376,8338419
225377,8338420
225378,8338421
225379,8338422
225380,8338423
225381,8338424
225382,8338425
225383,8338426
225384,8338427
225385,8338428
225386,8338429
225387,8338430
225388,8338431
225389,8338432
225390,8338433
225391,8338434
225392,8338435
225393,8338436
225394,8338437
225395,8338438
225396,8338439
225397,8338440
225398,8338441
225399,8338442
225400,8338443
225401,8338444
225402,8338445
225403,8338446
225404,8338447
225405,8338448
225406,8338449
225407,8338450
225408,8338451
225409,8338452
225410,8338453
225411,8338454
225412,8338455
225413,8338456
225414,8338457
225415,8338458
225416,8338459
225417,8338460
225418,8338461
225419,8338462
225420,8338464
225421,8338465
225422,8338466
225423,8338467
225424,8338468
225425,8338469
225426,8338470
225427,8338471
225428,8338472
225429,8338473
225430,8338474
225431,8338475
225432,8338476
225433,8338477
225434,8338478
225435,8338479
225436,8338480
225437,8338481
225438,8338482
225439,8338483
225440,8338484
225441,8338485
225442,8338486
225443,8338487
225444,8338488
225445,8338489
225446,8338490
225447,8338491
225448,8338492
225449,8338493
225450,8338494
225451,8338495
225452,8338496
225453,8338497
225454,8338498
225455,8338499
225456,8338500
225457,8338502
225458,8338503
225459,8338504
225460,8338505
225461,8338506
225462,8338507
225463,8338508
225464,8338509
225465,8338510
225466,8338511
225467,8338512
225468,8338513
225469,8338514
225470,8338515
225471,8338516
225472,8338517
225473,8338518
225474,8338519
225475,8338520
225476,8338521
225477,8338522
225478,8338523
225479,8338524
225480,8338525
225481,8338526
225482,8338527
225483,8338528
225484,8338529
225485,8338530
225486,8338531
225487,8338532
225488,8338533
225489,8338534
225490,8338535
225491,8338536
225492,8338537
225493,8338538
225494,8338539
225495,8338540
225496,8338541
225497,8338542
225498,8338543
225499,8338544
225500,8338545
225501,8338546
225502,8338547
225503,8338548
225504,8338549
225505,8338550
225506,8338551
225507,8338552
225508,8338553
225509,8338554
225510,8338555
225511,8338556
225512,8338557
225513,8338558
225514,8338559
225515,8338560
225516,8338561
225517,8338562
225518,8338563
225519,8338564
225520,8338565
225521,8338566
225522,8338567
225523,8338568
225524,8338569
225525,8338570
225526,8338571
225527,8338572
225528,8338573
225529,8338574
225530,8338575
225531,8338576
225532,8338577
225533,8338578
225534,8338579
225535,8338580
225536,8338581
225537,8338582
225538,8338583
225539,8338584
225540,8338585
225541,8338586
225542,8338587
225543,8338588
225544,8338589
225545,8338590
225546,8338591
225547,8338592
225548,8338593
225549,8338594
225550,8338595
225551,8338596
225552,8338597
225553,8338598
225554,8338599
225555,8338600
225556,8338601
225557,8338602
225558,8338603
225559,8338604
225560,8338605
225561,8338606
225562,8338607
225563,8338608
225564,8338609
225565,8338610
225566,8338611
225567,8338612
225568,8338613
225569,8338614
225570,8338615
225571,8338616
225572,8338617
225573,8338618
225574,8338619
225575,8338620
225576,8338621
225577,8338622
225578,8338623
225579,8338624
225580,8338625
225581,8338626
225582,8338627
225583,8338628
225584,8338629
225585,8338630
225586,8338631
225587,8338632
225588,8338633
225589,8338634
225590,8338635
225591,8338636
225592,8338637
225593,8338638
225594,8338639
225595,8338640
225596,8338641
225597,8338642
225598,8338643
225599,8338644
225600,8338645
225601,8338646
225602,8338647
225603,8338648
225604,8338649
225605,8338650
225606,8338651
225607,8338652
225608,8338653
225609,8338654
225610,8338655
225611,8338656
225612,8338657
225613,8338658
225614,8338659
225615,8338660
225616,8338661
225617,8338662
225618,8338663
225619,8338664
225620,8338665
225621,8338666
225622,8338667
225623,8338668
225624,8338669
225625,8338670
225626,8338671
225627,8338672
225628,8338673
225629,8338674
225630,8338675
225631,8338676
225632,8338677
225633,8338678
225634,8338679
225635,8338680
225636,8338681
225637,8338682
225638,8338683
225639,8338684
225640,8338685
225641,8338686
225642,8338687
225643,8338688
225644,8338689
225645,8338690
225646,8338691
225647,8338692
225648,8338693
225649,8338694
225650,8338695
225651,8338696
225652,8338697
225653,8338698
225654,8338699
225655,8338700
225656,8338701
225657,8338702
225658,8338703
225659,8338704
225660,8338705
225661,8338706
225662,8338707
225663,8338708
225664,8338709
225665,8338710
225666,8338711
225667,8338712
225668,8338713
225669,8338714
225670,8338715
225671,8338716
225672,8338717
225673,8338718
225674,8338719
225675,8338720
225676,8338721
225677,8338722
225678,8338723
225679,8338724
225680,8338725
225681,8338726
225682,8338727
225683,8338728
225684,8338729
225685,8338730
225686,8338731
225687,8338732
225688,8338733
225689,8338734
225690,8338735
225691,8338736
225692,8338737
225693,8338738
225694,8338739
225695,8338740
225696,8338741
225697,8338742
225698,8338743
225699,8338744
225700,8338745
225701,8338746
225702,8338747
225703,8338748
